+----------------------------------------------------------------------------------------------------+
|INVENTORY RECORD                                                                                    |
|                                                                                                    |
|COMPANY: SUPERMARKET EXAMPLE INC.                                                                   |
|                                                                                                    |
|INST. EST.: 987.654.321            C.N.P.J. : 98.765.432/0001-99                                    |
|                                                                                                    |
+----------+-----------------------------------------+--+--------------------------------------------+
|          |                                         |  |VALUES                                      |
|SKU       |PRODUCT                                  |UN|QUANTITY    |UNIT PRICE    |TOTAL           |
|1364      |Garlic                                   |PC|         457.|         29.03|      13266.71|
|1365      |Juice                                    |PC|         646.|         14.39|       9295.94|
|1366      |Oatmeal                                  |PC|         630.|         43.46|      27379.80|
|1367      |Tomato                                   |PC|         475.|         32.84|      15599.00|
|1368      |Pasta                                    |PC|         476.|          1.63|        775.88|
|1369      |Flour                                    |PC|         415.|         39.98|      16591.70|
|1370      |Vinegar                                  |PC|         765.|         19.51|      14925.15|
|1371      |Carrot                                   |PC|         519.|         34.37|      17838.03|
|1372      |Orange                                   |PC|         518.|         32.01|      16581.18|
|1373      |Corn                                     |PC|         407.|         40.95|      16666.65|
|1374      |Mustard                                  |PC|         162.|         24.26|       3930.12|
|1375      |Green Beans                              |PC|         291.|         10.77|       3134.07|
|1376      |Cucumber                                 |PC|          38.|         45.49|       1728.62|
|1377      |Olive Oil                                |PC|         685.|         10.53|       7213.05|
|1378      |Pasta                                    |PC|         266.|         42.69|      11355.54|
|1379      |Eggs                                     |PC|         756.|         15.02|      11355.12|
|1380      |Chickpeas                                |PC|         108.|          5.02|        542.16|
|1381      |Mustard                                  |PC|         258.|         40.79|      10523.82|
|1382      |Lemon                                    |PC|         137.|         19.51|       2672.87|
|1383      |Chocolate                                |PC|         373.|         23.33|       8702.09|
|1384      |Pork Chop                                |PC|         349.|          4.72|       1647.28|
|1385      |Banana                                   |PC|         946.|         25.05|      23697.30|
|1386      |Soy Sauce                                |PC|         683.|         32.09|      21917.47|
|1387      |Peas                                     |PC|         242.|         11.40|       2758.80|
|1388      |Chicken Breast                           |PC|         190.|         38.88|       7387.20|
|1389      |Mustard                                  |PC|         366.|         15.11|       5530.26|
|1390      |Cereal                                   |PC|         987.|         48.86|      48224.82|
|1391      |Jam                                      |PC|         150.|         44.94|       6741.00|
|1392      |Mayonnaise                               |PC|         452.|         23.23|      10499.96|
|1393      |Peanut Butter                            |PC|         457.|         32.89|      15030.73|
|1394      |Chocolate                                |PC|         440.|         27.35|      12034.00|
|1395      |Flour                                    |PC|         736.|          0.89|        655.04|
|1396      |Salt                                     |PC|         931.|          6.86|       6386.66|
|1397      |Cereal                                   |PC|         832.|         14.02|      11664.64|
|1398      |Tomato                                   |PC|         654.|         47.03|      30757.62|
|1399      |Orange                                   |PC|         542.|          4.86|       2634.12|
|1400      |Tuna Can                                 |PC|         501.|         39.06|      19569.06|
|1401      |Yogurt                                   |PC|         110.|          7.42|        816.20|
|1402      |Oatmeal                                  |PC|         887.|         15.36|      13624.32|
|1403      |Tea                                      |PC|         641.|         47.01|      30133.41|
|1404      |Grapes                                   |PC|         629.|         23.24|      14617.96|
|1405      |Vinegar                                  |PC|         209.|         35.36|       7390.24|
|1406      |Orange                                   |PC|         309.|          5.61|       1733.49|
|1407      |Orange                                   |PC|         832.|         45.95|      38230.40|
|1408      |Cucumber                                 |PC|         971.|         33.83|      32848.93|
|1409      |Whiskey                                  |PC|         400.|         11.95|       4780.00|
|1410      |Cookies                                  |PC|         331.|         34.50|      11419.50|
|1411      |Coffee                                   |PC|         253.|         18.45|       4667.85|
|1412      |Sugar                                    |PC|         809.|         43.88|      35498.92|
|1413      |Mayonnaise                               |PC|          80.|          9.28|        742.40|
|1414      |Watermelon                               |PC|         320.|         36.80|      11776.00|
|1415      |Mustard                                  |PC|         865.|         16.84|      14566.60|
|1416      |Butter                                   |PC|         250.|         29.94|       7485.00|
|1417      |Potato Chips                             |PC|         323.|         29.20|       9431.60|
|1418      |Soft Drinks                              |PC|         457.|         41.16|      18810.12|
|1419      |Mushrooms                                |PC|         737.|          1.18|        869.66|
|1420      |Vinegar                                  |PC|         595.|         17.08|      10162.60|
|1421      |Lettuce                                  |PC|         860.|         27.58|      23718.80|
|1422      |Cookies                                  |PC|         644.|         45.78|      29482.32|
|1423      |Rice                                     |PC|         134.|         24.99|       3348.66|
|1424      |Olive Oil                                |PC|         928.|         34.58|      32090.24|
|1425      |Cauliflower                              |PC|         652.|         25.07|      16345.64|
|1426      |Honey                                    |PC|         886.|         44.51|      39435.86|
|1427      |Peas                                     |PC|         169.|         26.88|       4542.72|
|1428      |Peas                                     |PC|         599.|         48.65|      29141.35|
|1429      |Cheese                                   |PC|         245.|         29.86|       7315.70|
|1430      |Tea                                      |PC|         811.|         20.02|      16236.22|
|1431      |Chickpeas                                |PC|         634.|         43.05|      27293.70|
|1432      |Pepper                                   |PC|         777.|         35.66|      27707.82|
|1433      |Eggplant                                 |PC|          83.|         10.89|        903.87|
|1434      |Sugar                                    |PC|         951.|         36.23|      34454.73|
|1435      |Eggplant                                 |PC|         646.|         49.22|      31796.12|
|1436      |Tomato Sauce                             |PC|         669.|         36.77|      24599.13|
|1437      |Wine                                     |PC|         802.|          3.60|       2887.20|
|1438      |Vinegar                                  |PC|         387.|         43.53|      16846.11|
|1439      |Sardines                                 |PC|         876.|         30.98|      27138.48|
|1440      |Strawberry                               |PC|         811.|         33.13|      26868.43|
|1441      |Milk                                     |PC|         248.|          1.59|        394.32|
|1442      |Corn                                     |PC|         189.|         32.14|       6074.46|
|1443      |Shampoo                                  |PC|         762.|         17.38|      13243.56|
|1444      |Broccoli                                 |PC|         380.|         25.74|       9781.20|
|1445      |Flour                                    |PC|         410.|         14.45|       5924.50|
|1446      |Grapes                                   |PC|         433.|         42.79|      18528.07|
|1447      |Lime                                     |PC|          77.|         10.98|        845.46|
|1448      |Coffee                                   |PC|         423.|         14.73|       6230.79|
|1449      |Grapes                                   |PC|         828.|         18.56|      15367.68|
|1450      |Garlic                                   |PC|         398.|         26.06|      10371.88|
|1451      |Jam                                      |PC|         661.|         45.30|      29943.30|
|1452      |Tea                                      |PC|         818.|         38.22|      31263.96|
|1453      |Oil                                      |PC|         948.|         49.30|      46736.40|
|1454      |Chocolate                                |PC|         159.|          2.07|        329.13|
|1455      |Avocado                                  |PC|          85.|         21.57|       1833.45|
|1456      |Bread                                    |PC|          23.|          2.39|         54.97|
|1457      |Wine                                     |PC|         477.|         42.24|      20148.48|
|1458      |Eggs                                     |PC|         202.|         19.82|       4003.64|
|1459      |Watermelon                               |PC|         779.|          2.01|       1565.79|
|1460      |Wine                                     |PC|         254.|          4.65|       1181.10|
|1461      |Milk                                     |PC|          16.|         26.86|        429.76|
|1462      |Flour                                    |PC|         182.|         33.58|       6111.56|
|1463      |Toilet Paper                             |PC|          47.|          7.11|        334.17|
|1464      |Apple                                    |PC|         673.|         26.40|      17767.20|
|1465      |Milk                                     |PC|         768.|         39.04|      29982.72|
|1466      |Tomato Sauce                             |PC|         703.|         14.74|      10362.22|
|1467      |Vinegar                                  |PC|         801.|         12.60|      10092.60|
|1468      |Apple                                    |PC|         434.|         49.37|      21426.58|
|1469      |Onion                                    |PC|         252.|         44.18|      11133.36|
|1470      |Tea                                      |PC|         519.|         49.85|      25872.15|
|1471      |Broccoli                                 |PC|         453.|         31.02|      14052.06|
|1472      |Ketchup                                  |PC|         744.|         11.64|       8660.16|
|1473      |Grapes                                   |PC|         973.|         10.91|      10615.43|
|1474      |Zucchini                                 |PC|         666.|         13.73|       9144.18|
|1475      |Whiskey                                  |PC|         790.|         21.00|      16590.00|
|1476      |Potato Chips                             |PC|         761.|         25.47|      19382.67|
|1477      |Ketchup                                  |PC|         554.|         25.22|      13971.88|
|1478      |Lettuce                                  |PC|         505.|         37.94|      19159.70|
|1479      |Sardines                                 |PC|          75.|         45.96|       3447.00|
|1480      |Broccoli                                 |PC|         114.|          9.02|       1028.28|
|1481      |Zucchini                                 |PC|         530.|         32.16|      17044.80|
|1482      |Frozen Pizza                             |PC|          18.|         15.66|        281.88|
|1483      |Salmon                                   |PC|         556.|          6.64|       3691.84|
|1484      |Soy Sauce                                |PC|         362.|         30.72|      11120.64|
|1485      |Beer                                     |PC|         835.|         16.69|      13936.15|
|1486      |Chocolate                                |PC|          66.|         42.19|       2784.54|
|1487      |Eggplant                                 |PC|         281.|          0.67|        188.27|
|1488      |Ketchup                                  |PC|         270.|         31.16|       8413.20|
|1489      |Juice                                    |PC|         292.|         37.45|      10935.40|
|1490      |Green Beans                              |PC|          66.|         25.97|       1714.02|
|1491      |Apple                                    |PC|         831.|         32.30|      26841.30|
|1492      |Onion                                    |PC|         795.|          1.70|       1351.50|
|1493      |Avocado                                  |PC|          77.|         49.55|       3815.35|
|1494      |Soap                                     |PC|         604.|          3.66|       2210.64|
|1495      |Zucchini                                 |PC|         255.|          1.28|        326.40|
|1496      |Lentils                                  |PC|         337.|          3.67|       1236.79|
|1497      |Avocado                                  |PC|         633.|         40.01|      25326.33|
|1498      |Mustard                                  |PC|         237.|         24.26|       5749.62|
|1499      |Mushrooms                                |PC|         884.|         30.79|      27218.36|
|1500      |Soap                                     |PC|         862.|          1.07|        922.34|
|1501      |Lettuce                                  |PC|         575.|         27.13|      15599.75|
|1502      |Whiskey                                  |PC|         974.|         44.78|      43615.72|
|1503      |Honey                                    |PC|         833.|         36.62|      30504.46|
|1504      |Cucumber                                 |PC|         591.|         14.90|       8805.90|
|1505      |Salmon                                   |PC|         612.|         49.54|      30318.48|
|1506      |Cauliflower                              |PC|         424.|         39.83|      16887.92|
|1507      |Paper Towels                             |PC|         850.|         24.98|      21233.00|
|1508      |Banana                                   |PC|         156.|         14.07|       2194.92|
|1509      |Cucumber                                 |PC|         390.|         32.77|      12780.30|
|1510      |Strawberry                               |PC|         823.|         15.89|      13077.47|
|1511      |Toilet Paper                             |PC|         703.|         48.95|      34411.85|
|1512      |Pepper                                   |PC|         527.|          4.03|       2123.81|
|1513      |Coffee                                   |PC|         496.|         33.16|      16447.36|
|1514      |Eggs                                     |PC|         864.|         45.03|      38905.92|
|1515      |Ground Beef                              |PC|         368.|          3.07|       1129.76|
|1516      |Tomato                                   |PC|         743.|         27.61|      20514.23|
|1517      |Banana                                   |PC|         712.|         45.08|      32096.96|
|1518      |Juice                                    |PC|          30.|          9.11|        273.30|
|1519      |Orange                                   |PC|         921.|         47.58|      43821.18|
|1520      |Lemon                                    |PC|         221.|          9.90|       2187.90|
|1521      |Lime                                     |PC|         467.|         18.58|       8676.86|
|1522      |Lemon                                    |PC|          85.|         23.04|       1958.40|
|1523      |Strawberry                               |PC|         509.|         45.22|      23016.98|
|1524      |Rice                                     |PC|         282.|         49.85|      14057.70|
|1525      |Paper Towels                             |PC|         520.|         24.08|      12521.60|
|1526      |Cereal                                   |PC|         935.|         44.13|      41261.55|
|1527      |Cookies                                  |PC|         589.|         34.42|      20273.38|
|1528      |Milk                                     |PC|         371.|          1.28|        474.88|
|1529      |Pork Chop                                |PC|         749.|         41.75|      31270.75|
|1530      |Jam                                      |PC|         696.|          2.95|       2053.20|
|1531      |Juice                                    |PC|         515.|         49.48|      25482.20|
|1532      |Oatmeal                                  |PC|         325.|          3.02|        981.50|
|1533      |Milk                                     |PC|         584.|         28.62|      16714.08|
|1534      |Pork Chop                                |PC|         298.|         49.30|      14691.40|
|1535      |Avocado                                  |PC|         589.|          0.59|        347.51|
|1536      |Toilet Paper                             |PC|         556.|         15.63|       8690.28|
|1537      |Garlic                                   |PC|         432.|         32.06|      13849.92|
|1538      |Apple                                    |PC|         704.|         18.28|      12869.12|
|1539      |Tomato                                   |PC|         733.|         23.41|      17159.53|
|1540      |Wine                                     |PC|         562.|         29.89|      16798.18|
|1541      |Cheese                                   |PC|          45.|         16.90|        760.50|
|1542      |Garlic                                   |PC|         692.|         43.04|      29783.68|
|1543      |Eggs                                     |PC|         115.|         18.87|       2170.05|
|1544      |Candy                                    |PC|         229.|         22.77|       5214.33|
|1545      |Paper Towels                             |PC|         774.|         42.57|      32949.18|
|1546      |Wine                                     |PC|         303.|          5.05|       1530.15|
|1547      |Ketchup                                  |PC|         124.|         44.25|       5487.00|
|1548      |Cereal                                   |PC|          84.|         11.49|        965.16|
|1549      |Salt                                     |PC|         725.|          1.56|       1131.00|
|1550      |Olive Oil                                |PC|         793.|         23.48|      18619.64|
|1551      |Peanut Butter                            |PC|         452.|         22.23|      10047.96|
|1552      |Ground Beef                              |PC|         671.|         12.89|       8649.19|
|1553      |Bread                                    |PC|         654.|         31.68|      20718.72|
|1554      |Paper Towels                             |PC|         554.|         31.37|      17378.98|
|1555      |Cheese                                   |PC|         568.|         34.78|      19755.04|
|1556      |Juice                                    |PC|         957.|         10.62|      10163.34|
|1557      |Eggs                                     |PC|         843.|         29.39|      24775.77|
|1558      |Soap                                     |PC|         656.|         37.62|      24678.72|
|1559      |Peanut Butter                            |PC|         950.|         47.11|      44754.50|
|1560      |Milk                                     |PC|         470.|         41.75|      19622.50|
|1561      |Beans                                    |PC|         473.|         16.47|       7790.31|
|1562      |Chicken Breast                           |PC|          19.|         23.57|        447.83|
|1563      |Flour                                    |PC|         241.|         21.91|       5280.31|
|1564      |Shampoo                                  |PC|         694.|         36.42|      25275.48|
|1565      |Honey                                    |PC|         156.|         16.76|       2614.56|
|1566      |Toilet Paper                             |PC|         663.|         49.83|      33037.29|
|1567      |Potato Chips                             |PC|         585.|         43.23|      25289.55|
|1568      |Banana                                   |PC|         449.|         23.27|      10448.23|
|1569      |Rice                                     |PC|         205.|         29.64|       6076.20|
|1570      |Pasta                                    |PC|         695.|         28.66|      19918.70|
|1571      |Toothpaste                               |PC|         587.|         17.83|      10466.21|
|1572      |Broccoli                                 |PC|         256.|         38.16|       9768.96|
|1573      |Orange                                   |PC|         189.|         40.32|       7620.48|
|1574      |Cucumber                                 |PC|         982.|         49.63|      48736.66|
|1575      |Mustard                                  |PC|         335.|         45.29|      15172.15|
|1576      |Lettuce                                  |PC|         289.|          4.62|       1335.18|
|1577      |Carrot                                   |PC|         148.|          3.70|        547.60|
|1578      |Eggs                                     |PC|         929.|         19.21|      17846.09|
|1579      |Banana                                   |PC|         583.|          6.73|       3923.59|
|1580      |Ketchup                                  |PC|         695.|         24.07|      16728.65|
|1581      |Apple                                    |PC|         998.|         46.51|      46416.98|
|1582      |Mushrooms                                |PC|         842.|          5.85|       4925.70|
|1583      |Tomato                                   |PC|         761.|         38.63|      29397.43|
|1584      |Salt                                     |PC|         188.|         14.14|       2658.32|
|1585      |Banana                                   |PC|         764.|         21.19|      16189.16|
|1586      |Apple                                    |PC|         387.|         31.28|      12105.36|
|1587      |Yogurt                                   |PC|          54.|         33.92|       1831.68|
|1588      |Wine                                     |PC|          13.|         40.02|        520.26|
|1589      |Toilet Paper                             |PC|         766.|          5.93|       4542.38|
|1590      |Mayonnaise                               |PC|         971.|         11.76|      11418.96|
|1591      |Ice Cream                                |PC|         978.|         41.80|      40880.40|
|1592      |Shampoo                                  |PC|         186.|         38.40|       7142.40|
|1593      |Ground Beef                              |PC|         714.|         35.15|      25097.10|
|1594      |Chocolate                                |PC|         528.|         46.62|      24615.36|
|1595      |Soy Sauce                                |PC|         646.|         30.70|      19832.20|
|1596      |Potato Chips                             |PC|         137.|         45.44|       6225.28|
|1597      |Eggs                                     |PC|          25.|         14.45|        361.25|
|1598      |Ground Beef                              |PC|          13.|         47.96|        623.48|
|1599      |Chickpeas                                |PC|         536.|         42.19|      22613.84|
|1600      |Mushrooms                                |PC|         842.|         31.90|      26859.80|
|1601      |Beer                                     |PC|         231.|         43.79|      10115.49|
|1602      |Peanut Butter                            |PC|         309.|         41.20|      12730.80|
|1603      |Mushrooms                                |PC|         686.|         35.93|      24647.98|
|1604      |Oil                                      |PC|         257.|         19.07|       4900.99|
|1605      |Watermelon                               |PC|         401.|         45.27|      18153.27|
|1606      |Mushrooms                                |PC|         578.|         31.79|      18374.62|
|1607      |Orange                                   |PC|         590.|         39.44|      23269.60|
|1608      |Garlic                                   |PC|         983.|         33.18|      32615.94|
|1609      |Soft Drinks                              |PC|         442.|         31.28|      13825.76|
|1610      |Sugar                                    |PC|         360.|          8.43|       3034.80|
|1611      |Zucchini                                 |PC|         235.|         32.99|       7752.65|
|1612      |Sardines                                 |PC|         274.|         32.37|       8869.38|
|1613      |Coffee                                   |PC|         363.|         46.41|      16846.83|
|1614      |Onion                                    |PC|          41.|         17.18|        704.38|
|1615      |Tomato Sauce                             |PC|          73.|         34.05|       2485.65|
|1616      |Watermelon                               |PC|         420.|          7.95|       3339.00|
|1617      |Paper Towels                             |PC|         730.|         36.99|      27002.70|
|1618      |Olive Oil                                |PC|         422.|         46.29|      19534.38|
|1619      |Salmon                                   |PC|         526.|         46.91|      24674.66|
|1620      |Garlic                                   |PC|         543.|         16.45|       8932.35|
|1621      |Garlic                                   |PC|         199.|         39.77|       7914.23|
|1622      |Soap                                     |PC|         147.|          8.87|       1303.89|
|1623      |Lemon                                    |PC|         663.|         21.40|      14188.20|
|1624      |Ketchup                                  |PC|         718.|          1.10|        789.80|
|1625      |Oatmeal                                  |PC|         550.|          8.14|       4477.00|
|1626      |Chickpeas                                |PC|         402.|         16.50|       6633.00|
|1627      |Ice Cream                                |PC|         374.|         11.72|       4383.28|
|1628      |Zucchini                                 |PC|         405.|         36.49|      14778.45|
|1629      |Broccoli                                 |PC|         767.|         35.92|      27550.64|
|1630      |Onion                                    |PC|         238.|         19.56|       4655.28|
|1631      |Mayonnaise                               |PC|         154.|         30.55|       4704.70|
|1632      |Vinegar                                  |PC|         360.|         14.61|       5259.60|
|1633      |Corn                                     |PC|         692.|          3.32|       2297.44|
|1634      |Cheese                                   |PC|         942.|          7.37|       6942.54|
|1635      |Lime                                     |PC|         375.|         41.57|      15588.75|
|1636      |Chicken Breast                           |PC|         857.|         40.24|      34485.68|
|1637      |Wine                                     |PC|         850.|         25.61|      21768.50|
|1638      |Oil                                      |PC|         620.|         36.62|      22704.40|
|1639      |Juice                                    |PC|         238.|         11.20|       2665.60|
|1640      |Eggplant                                 |PC|         210.|          6.64|       1394.40|
|1641      |Cereal                                   |PC|         397.|         24.08|       9559.76|
|1642      |Grapes                                   |PC|          22.|         28.36|        623.92|
|1643      |Pasta                                    |PC|         992.|          5.53|       5485.76|
|1644      |Chickpeas                                |PC|         881.|         34.38|      30288.78|
|1645      |Whiskey                                  |PC|         767.|         28.93|      22189.31|
|1646      |Peas                                     |PC|         565.|         36.03|      20356.95|
|1647      |Pepper                                   |PC|         873.|         26.52|      23151.96|
|1648      |Salmon                                   |PC|          87.|         48.73|       4239.51|
|1649      |Frozen Pizza                             |PC|         418.|         49.01|      20486.18|
|1650      |Juice                                    |PC|         838.|         27.41|      22969.58|
|1651      |Peas                                     |PC|         854.|          7.34|       6268.36|
|1652      |Chicken Breast                           |PC|         693.|         10.70|       7415.10|
|1653      |Whiskey                                  |PC|         728.|         41.81|      30437.68|
|1654      |Shampoo                                  |PC|          58.|          5.41|        313.78|
|1655      |Avocado                                  |PC|         387.|          1.62|        626.94|
|1656      |Soft Drinks                              |PC|         312.|         39.79|      12414.48|
|1657      |Tuna Can                                 |PC|         138.|         48.60|       6706.80|
|1658      |Toilet Paper                             |PC|         229.|         36.86|       8440.94|
|1659      |Lentils                                  |PC|         522.|         43.83|      22879.26|
|1660      |Frozen Pizza                             |PC|         911.|         33.19|      30236.09|
|1661      |Sugar                                    |PC|         698.|         25.97|      18127.06|
|1662      |Tomato                                   |PC|         880.|          7.44|       6547.20|
|1663      |Garlic                                   |PC|         116.|          3.21|        372.36|
|1664      |Cucumber                                 |PC|          67.|         12.48|        836.16|
|1665      |Peas                                     |PC|         647.|         42.82|      27704.54|
|1666      |Juice                                    |PC|         887.|          6.15|       5455.05|
|1667      |Oatmeal                                  |PC|         569.|         14.91|       8483.79|
|1668      |Soft Drinks                              |PC|         309.|          7.10|       2193.90|
|1669      |Tuna Can                                 |PC|         702.|         33.19|      23299.38|
|1670      |Toilet Paper                             |PC|         435.|          3.08|       1339.80|
|1671      |Tomato                                   |PC|          10.|         11.41|        114.10|
|1672      |Chicken Breast                           |PC|         831.|         20.68|      17185.08|
|1673      |Ketchup                                  |PC|         520.|         25.69|      13358.80|
|1674      |Mustard                                  |PC|         753.|         22.86|      17213.58|
|1675      |Rice                                     |PC|         911.|         48.41|      44101.51|
|1676      |Toothpaste                               |PC|         105.|          5.40|        567.00|
|1677      |Chocolate                                |PC|         263.|         18.71|       4920.73|
|1678      |Oil                                      |PC|         699.|         21.33|      14909.67|
|1679      |Zucchini                                 |PC|         763.|         22.22|      16953.86|
|1680      |Grapes                                   |PC|         708.|         41.65|      29488.20|
|1681      |Butter                                   |PC|         974.|         36.82|      35862.68|
|1682      |Tomato Sauce                             |PC|         232.|         12.00|       2784.00|
|1683      |Cookies                                  |PC|         684.|          0.95|        649.80|
|1684      |Garlic                                   |PC|         635.|         17.28|      10972.80|
|1685      |Lettuce                                  |PC|         303.|          5.35|       1621.05|
|1686      |Beer                                     |PC|         504.|         45.05|      22705.20|
|1687      |Sugar                                    |PC|         684.|         33.86|      23160.24|
|1688      |Soap                                     |PC|          24.|          4.39|        105.36|
|1689      |Orange                                   |PC|         742.|         14.98|      11115.16|
|1690      |Butter                                   |PC|         649.|          5.70|       3699.30|
|1691      |Lettuce                                  |PC|         553.|         24.55|      13576.15|
|1692      |Potato Chips                             |PC|         868.|         29.10|      25258.80|
|1693      |Pork Chop                                |PC|         853.|         31.91|      27219.23|
|1694      |Salmon                                   |PC|         715.|         41.02|      29329.30|
|1695      |Vinegar                                  |PC|         202.|         28.16|       5688.32|
|1696      |Toothpaste                               |PC|         653.|         42.64|      27843.92|
|1697      |Coffee                                   |PC|         287.|          6.57|       1885.59|
|1698      |Yogurt                                   |PC|         909.|         30.53|      27751.77|
|1699      |Soft Drinks                              |PC|         880.|         16.42|      14449.60|
|1700      |Ice Cream                                |PC|         614.|         19.88|      12206.32|
|1701      |Chocolate                                |PC|         376.|         40.94|      15393.44|
|1702      |Peas                                     |PC|         660.|          8.97|       5920.20|
|1703      |Apple                                    |PC|         641.|          3.33|       2134.53|
|1704      |Eggs                                     |PC|         821.|         17.26|      14170.46|
|1705      |Oil                                      |PC|         411.|         45.19|      18573.09|
|1706      |Soft Drinks                              |PC|         249.|         16.33|       4066.17|
|1707      |Wine                                     |PC|         488.|         24.04|      11731.52|
|1708      |Beer                                     |PC|         109.|         38.40|       4185.60|
|1709      |Apple                                    |PC|         386.|          2.88|       1111.68|
|1710      |Apple                                    |PC|         420.|         30.05|      12621.00|
|1711      |Orange                                   |PC|         686.|          3.19|       2188.34|
|1712      |Cauliflower                              |PC|         897.|         17.70|      15876.90|
|1713      |Sardines                                 |PC|         253.|         48.42|      12250.26|
|1714      |Peanut Butter                            |PC|         111.|         37.25|       4134.75|
|1715      |Soft Drinks                              |PC|         121.|          7.10|        859.10|
|1716      |Grapes                                   |PC|         793.|         47.55|      37707.15|
|1717      |Soap                                     |PC|         910.|         13.86|      12612.60|
|1718      |Honey                                    |PC|         144.|         47.24|       6802.56|
|1719      |Jam                                      |PC|         752.|         44.29|      33306.08|
|1720      |Soft Drinks                              |PC|         728.|         25.70|      18709.60|
|1721      |Soap                                     |PC|          46.|         35.96|       1654.16|
|1722      |Garlic                                   |PC|         231.|          5.26|       1215.06|
|1723      |Coffee                                   |PC|         101.|         34.90|       3524.90|
|1724      |Oatmeal                                  |PC|          86.|          5.38|        462.68|
|1725      |Rice                                     |PC|         707.|         29.31|      20722.17|
|1726      |Green Beans                              |PC|         226.|         29.82|       6739.32|
|1727      |Tea                                      |PC|         806.|         47.96|      38655.76|
|1728      |Sardines                                 |PC|         456.|          1.81|        825.36|
|1729      |Salt                                     |PC|         776.|         47.33|      36728.08|
|1730      |Cheese                                   |PC|         407.|         47.34|      19267.38|
|1731      |Cereal                                   |PC|         628.|         29.34|      18425.52|
|1732      |Juice                                    |PC|         774.|         46.40|      35913.60|
|1733      |Mayonnaise                               |PC|         422.|         10.38|       4380.36|
|1734      |Candy                                    |PC|         343.|          4.86|       1666.98|
|1735      |Ice Cream                                |PC|         770.|         17.19|      13236.30|
|1736      |Toilet Paper                             |PC|          60.|          1.11|         66.60|
|1737      |Soft Drinks                              |PC|         998.|         13.96|      13932.08|
|1738      |Chocolate                                |PC|          48.|          1.33|         63.84|
|1739      |Shampoo                                  |PC|         660.|         49.99|      32993.40|
|1740      |Orange                                   |PC|         685.|          8.76|       6000.60|
|1741      |Soft Drinks                              |PC|         617.|         11.92|       7354.64|
|1742      |Peanut Butter                            |PC|         470.|         15.67|       7364.90|
|1743      |Tuna Can                                 |PC|         649.|         43.59|      28289.91|
|1744      |Chicken Breast                           |PC|         302.|         24.80|       7489.60|
|1745      |Ground Beef                              |PC|         867.|         41.49|      35971.83|
|1746      |Pepper                                   |PC|         764.|          2.14|       1634.96|
|1747      |Peanut Butter                            |PC|         997.|         32.48|      32382.56|
|1748      |Lentils                                  |PC|         862.|         35.56|      30652.72|
|1749      |Mustard                                  |PC|         130.|          1.13|        146.90|
|1750      |Tuna Can                                 |PC|         103.|         38.78|       3994.34|
|1751      |Eggplant                                 |PC|          81.|         38.24|       3097.44|
|1752      |Salt                                     |PC|         242.|         32.66|       7903.72|
|1753      |Zucchini                                 |PC|         417.|         48.25|      20120.25|
|1754      |Coffee                                   |PC|         285.|         11.11|       3166.35|
|1755      |Ketchup                                  |PC|         641.|         17.59|      11275.19|
|1756      |Tea                                      |PC|         690.|          3.50|       2415.00|
|1757      |Coffee                                   |PC|         892.|          1.36|       1213.12|
|1758      |Tomato                                   |PC|         593.|         49.70|      29472.10|
|1759      |Oatmeal                                  |PC|         278.|         33.79|       9393.62|
|1760      |Cookies                                  |PC|         886.|          7.25|       6423.50|
|1761      |Cauliflower                              |PC|         118.|         41.76|       4927.68|
|1762      |Watermelon                               |PC|         590.|         43.08|      25417.20|
|1763      |Pork Chop                                |PC|         498.|         39.35|      19596.30|
|1764      |Onion                                    |PC|         126.|         33.53|       4224.78|
|1765      |Oatmeal                                  |PC|         698.|         46.66|      32568.68|
|1766      |Peas                                     |PC|         181.|         37.34|       6758.54|
|1767      |Broccoli                                 |PC|         268.|         25.02|       6705.36|
|1768      |Cheese                                   |PC|         355.|         49.69|      17639.95|
|1769      |Sardines                                 |PC|         227.|         25.00|       5675.00|
|1770      |Chocolate                                |PC|         394.|         17.36|       6839.84|
|1771      |Salt                                     |PC|         414.|         40.55|      16787.70|
|1772      |Milk                                     |PC|         509.|         33.54|      17071.86|
|1773      |Vinegar                                  |PC|         689.|         15.59|      10741.51|
|1774      |Corn                                     |PC|         736.|         49.61|      36512.96|
|1775      |Onion                                    |PC|         805.|          9.33|       7510.65|
|1776      |Mushrooms                                |PC|         693.|         14.14|       9799.02|
|1777      |Grapes                                   |PC|         710.|         31.98|      22705.80|
|1778      |Pork Chop                                |PC|         281.|         19.93|       5600.33|
|1779      |Zucchini                                 |PC|         103.|         15.98|       1645.94|
|1780      |Onion                                    |PC|         681.|          7.00|       4767.00|
|1781      |Tomato Sauce                             |PC|         973.|          2.74|       2666.02|
|1782      |Coffee                                   |PC|         576.|         25.93|      14935.68|
|1783      |Ice Cream                                |PC|         128.|          1.85|        236.80|
|1784      |Rice                                     |PC|         941.|         25.02|      23543.82|
|1785      |Toothpaste                               |PC|         778.|          4.82|       3749.96|
|1786      |Garlic                                   |PC|         341.|         39.19|      13363.79|
|1787      |Lemon                                    |PC|         663.|         34.68|      22992.84|
|1788      |Tuna Can                                 |PC|         918.|         25.58|      23482.44|
|1789      |Mushrooms                                |PC|         494.|         41.76|      20629.44|
|1790      |Zucchini                                 |PC|          79.|         20.65|       1631.35|
|1791      |Tomato                                   |PC|         285.|         41.97|      11961.45|
